Mango,DUR,CPT,2020-01-30,2020-01-27,06:00,08:15,R1379.00
Mango,DUR,CPT,2020-01-30,2020-01-27,10:20,12:35,R1379.00
Mango,DUR,CPT,2020-01-30,2020-01-27,14:55,17:15,R1379.00
Mango,DUR,CPT,2020-01-30,2020-01-27,17:25,19:40,R1379.00
Mango,DUR,CPT,2020-01-31,2020-01-27,07:45,10:00,R1436.50
Mango,DUR,CPT,2020-01-31,2020-01-27,10:20,12:35,R1436.50
Mango,DUR,CPT,2020-01-31,2020-01-27,13:00,15:20,R1436.50
Mango,DUR,CPT,2020-01-31,2020-01-27,14:55,17:15,R1956.50
Mango,DUR,CPT,2020-01-31,2020-01-27,17:25,19:40,R1656.50
Mango,DUR,CPT,2020-02-01,2020-01-27,06:00,08:15,R649.01
Mango,DUR,CPT,2020-02-01,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-01,2020-01-27,13:00,15:20,R649.01
Mango,DUR,CPT,2020-02-01,2020-01-27,14:55,17:15,R649.01
Mango,DUR,CPT,2020-02-01,2020-01-27,17:25,19:40,R649.01
Mango,DUR,CPT,2020-02-02,2020-01-27,06:00,08:15,R706.51
Mango,DUR,CPT,2020-02-02,2020-01-27,10:20,12:35,R706.51
Mango,DUR,CPT,2020-02-02,2020-01-27,13:00,15:20,R706.51
Mango,DUR,CPT,2020-02-02,2020-01-27,17:25,19:40,R772.50
Mango,DUR,CPT,2020-02-03,2020-01-27,06:00,08:15,R649.01
Mango,DUR,CPT,2020-02-03,2020-01-27,07:45,10:00,R939.00
Mango,DUR,CPT,2020-02-03,2020-01-27,10:20,12:35,R649.01
Mango,DUR,CPT,2020-02-03,2020-01-27,13:00,15:20,R649.01
Mango,DUR,CPT,2020-02-03,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-03,2020-01-27,17:25,19:40,R649.01
Mango,DUR,CPT,2020-02-04,2020-01-27,06:00,08:15,R939.00
Mango,DUR,CPT,2020-02-04,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-04,2020-01-27,17:25,19:40,R939.00
Mango,DUR,CPT,2020-02-05,2020-01-27,06:00,08:15,R939.00
Mango,DUR,CPT,2020-02-05,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-05,2020-01-27,13:00,15:20,R939.00
Mango,DUR,CPT,2020-02-05,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-05,2020-01-27,17:25,19:40,R939.00
Mango,DUR,CPT,2020-02-06,2020-01-27,06:00,08:15,R1209.00
Mango,DUR,CPT,2020-02-06,2020-01-27,10:20,12:35,R1379.00
Mango,DUR,CPT,2020-02-06,2020-01-27,13:00,15:20,R1379.00
Mango,DUR,CPT,2020-02-06,2020-01-27,14:55,17:15,R1599.00
Mango,DUR,CPT,2020-02-06,2020-01-27,17:25,19:40,R1209.00
Mango,DUR,CPT,2020-02-07,2020-01-27,06:00,08:15,R1156.50
Mango,DUR,CPT,2020-02-07,2020-01-27,07:45,10:00,R1956.50
Mango,DUR,CPT,2020-02-07,2020-01-27,10:20,12:35,R1956.50
Mango,DUR,CPT,2020-02-07,2020-01-27,13:00,15:20,R1266.50
Mango,DUR,CPT,2020-02-07,2020-01-27,14:55,17:15,R1436.50
Mango,DUR,CPT,2020-02-07,2020-01-27,17:25,19:40,R1436.50
Mango,DUR,CPT,2020-02-08,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-08,2020-01-27,13:00,15:20,R829.00
Mango,DUR,CPT,2020-02-08,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-08,2020-01-27,17:25,19:40,R939.00
Mango,DUR,CPT,2020-02-09,2020-01-27,06:00,08:15,R886.50
Mango,DUR,CPT,2020-02-09,2020-01-27,10:20,12:35,R1266.50
Mango,DUR,CPT,2020-02-09,2020-01-27,13:00,15:20,R1266.50
Mango,DUR,CPT,2020-02-09,2020-01-27,17:25,19:40,R1266.50
Mango,DUR,CPT,2020-02-10,2020-01-27,06:00,08:15,R1099.00
Mango,DUR,CPT,2020-02-10,2020-01-27,07:45,10:00,R939.00
Mango,DUR,CPT,2020-02-10,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-10,2020-01-27,13:00,15:20,R939.00
Mango,DUR,CPT,2020-02-10,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-10,2020-01-27,17:25,19:40,R829.00
Mango,DUR,CPT,2020-02-11,2020-01-27,06:00,08:15,R1099.00
Mango,DUR,CPT,2020-02-11,2020-01-27,13:00,15:20,R939.00
Mango,DUR,CPT,2020-02-11,2020-01-27,14:55,17:15,R829.00
Mango,DUR,CPT,2020-02-11,2020-01-27,17:25,19:40,R939.00
Mango,DUR,CPT,2020-02-12,2020-01-27,06:00,08:15,R939.00
Mango,DUR,CPT,2020-02-12,2020-01-27,13:00,15:20,R939.00
Mango,DUR,CPT,2020-02-12,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-12,2020-01-27,17:25,19:40,R1099.00
Mango,DUR,CPT,2020-02-13,2020-01-27,06:00,08:15,R939.00
Mango,DUR,CPT,2020-02-13,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-13,2020-01-27,13:00,15:20,R1099.00
Mango,DUR,CPT,2020-02-13,2020-01-27,14:55,17:15,R1099.00
Mango,DUR,CPT,2020-02-13,2020-01-27,17:25,19:40,R1099.00
Mango,DUR,CPT,2020-02-14,2020-01-27,06:00,08:15,R886.50
Mango,DUR,CPT,2020-02-14,2020-01-27,07:45,10:00,R996.50
Mango,DUR,CPT,2020-02-14,2020-01-27,10:20,12:35,R1156.50
Mango,DUR,CPT,2020-02-14,2020-01-27,13:00,15:20,R1156.50
Mango,DUR,CPT,2020-02-14,2020-01-27,14:55,17:15,R1156.50
Mango,DUR,CPT,2020-02-14,2020-01-27,17:25,19:40,R1436.50
Mango,DUR,CPT,2020-02-15,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-15,2020-01-27,13:00,15:20,R939.00
Mango,DUR,CPT,2020-02-15,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-15,2020-01-27,17:25,19:40,R939.00
Mango,DUR,CPT,2020-02-16,2020-01-27,10:20,12:35,R1266.50
Mango,DUR,CPT,2020-02-16,2020-01-27,13:00,15:20,R1266.50
Mango,DUR,CPT,2020-02-16,2020-01-27,17:25,19:40,R1266.50
Mango,DUR,CPT,2020-02-17,2020-01-27,06:00,08:15,R1099.00
Mango,DUR,CPT,2020-02-17,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-17,2020-01-27,13:00,15:20,R939.00
Mango,DUR,CPT,2020-02-17,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-17,2020-01-27,17:25,19:40,R939.00
Mango,DUR,CPT,2020-02-18,2020-01-27,06:00,08:15,R939.00
Mango,DUR,CPT,2020-02-18,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-18,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-18,2020-01-27,17:25,19:40,R1099.00
Mango,DUR,CPT,2020-02-19,2020-01-27,06:00,08:15,R939.00
Mango,DUR,CPT,2020-02-19,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-19,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-19,2020-01-27,17:25,19:40,R1099.00
Mango,DUR,CPT,2020-02-20,2020-01-27,06:00,08:15,R1099.00
Mango,DUR,CPT,2020-02-20,2020-01-27,10:20,12:35,R1099.00
Mango,DUR,CPT,2020-02-20,2020-01-27,14:55,17:15,R1099.00
Mango,DUR,CPT,2020-02-20,2020-01-27,17:25,19:40,R1209.00
Mango,DUR,CPT,2020-02-21,2020-01-27,07:45,10:00,R996.50
Mango,DUR,CPT,2020-02-21,2020-01-27,10:20,12:35,R1156.50
Mango,DUR,CPT,2020-02-21,2020-01-27,13:00,15:20,R1156.50
Mango,DUR,CPT,2020-02-21,2020-01-27,14:55,17:15,R1156.50
Mango,DUR,CPT,2020-02-21,2020-01-27,17:25,19:40,R1656.50
Mango,DUR,CPT,2020-02-22,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-22,2020-01-27,13:00,15:20,R939.00
Mango,DUR,CPT,2020-02-22,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-22,2020-01-27,17:25,19:40,R939.00
Mango,DUR,CPT,2020-02-23,2020-01-27,10:20,12:35,R1266.50
Mango,DUR,CPT,2020-02-23,2020-01-27,13:00,15:20,R1266.50
Mango,DUR,CPT,2020-02-23,2020-01-27,17:25,19:40,R1266.50
Mango,DUR,CPT,2020-02-24,2020-01-27,06:00,08:15,R1099.00
Mango,DUR,CPT,2020-02-24,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-24,2020-01-27,13:00,15:20,R939.00
Mango,DUR,CPT,2020-02-24,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-24,2020-01-27,17:25,19:40,R1099.00
Mango,DUR,CPT,2020-02-25,2020-01-27,06:00,08:15,R939.00
Mango,DUR,CPT,2020-02-25,2020-01-27,10:20,12:35,R829.00
Mango,DUR,CPT,2020-02-25,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-25,2020-01-27,17:25,19:40,R1099.00
Mango,DUR,CPT,2020-02-26,2020-01-27,06:00,08:15,R939.00
Mango,DUR,CPT,2020-02-26,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-26,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-26,2020-01-27,17:25,19:40,R1099.00
Mango,DUR,CPT,2020-02-26,2020-01-27,06:00,08:15,R939.00
Mango,DUR,CPT,2020-02-26,2020-01-27,10:20,12:35,R939.00
Mango,DUR,CPT,2020-02-26,2020-01-27,14:55,17:15,R939.00
Mango,DUR,CPT,2020-02-26,2020-01-27,17:25,19:40,R1099.00
Mango,DUR,CPT,2020-02-27,2020-01-27,06:00,08:15,R1099.00
Mango,DUR,CPT,2020-02-27,2020-01-27,10:20,12:35,R1099.00
Mango,DUR,CPT,2020-02-27,2020-01-27,14:55,17:15,R1099.00
Mango,DUR,CPT,2020-02-27,2020-01-27,17:25,19:40,R1209.00
